time,G#2,A3,A#3,B3,C3,C#3,D3,D#3,E3,F3,F#3,G3,G#3,A4,A#4,B4,C4,C#4,D4,D#4,E4,F4,F#4,G4,G#4,A5,A#5,B5,C5,C#5,D5,D#5,E5,F5,F#5,G5,G#5,A6,A#6,B6,C6,C#6,D6,D#6,E6,F6,F#6,G6,G#6,A7,A#7
3747358811,118.06391,133.44814,127.5608,114.3157,127.45256,117.06171,110.31369,105.60262,89.974907,92.844299,86.492859,76.488464,98.564316,75.715981,77.295799,63.002026,64.296471,74.9729,69.351219,58.949585,61.767002,59.917431,48.88166,44.791885,48.853653,48.724312,41.401875,38.798645,38.450085,36.178703,36.870003,35.019032,30.81941,36.502968,32.398449,31.377611,30.073505,29.953339,30.377514,29.563904,30.014475,29.948433,26.665089,26.619749,27.075706,28.6346,28.023777,24.403036,24.088774,23.35623,24.626339
3747358812,71.558548,96.506004,152.37692,126.02324,149.43619,102.54037,97.718292,92.030327,89.532753,86.728691,96.062546,82.288879,99.725998,90.397507,75.24707,68.396225,85.600334,91.497635,64.423073,55.920494,64.919678,58.374626,58.615948,52.998234,50.028645,49.726086,46.942631,39.733299,35.49482,38.023487,33.592716,36.112865,37.824356,35.822399,34.182186,34.491524,31.229193,29.757462,32.537815,30.180521,31.814003,29.127319,29.155827,27.272699,27.187267,25.132267,27.071846,26.404884,25.53652,25.304893,26.373938
3747358813,103.16031,133.02321,146.58493,154.76952,131.04678,91.45269,100.94237,106.3316,101.99795,89.148041,88.345978,84.399628,69.6604,80.870743,76.774765,68.599159,62.265224,67.085945,58.452412,58.92453,59.338371,57.622242,57.2202,44.424778,43.600243,41.68919,43.971771,42.208237,38.104923,38.353386,33.718815,37.256512,30.944946,33.862339,31.856318,31.959635,31.236748,29.700296,30.75403,28.514278,26.636482,27.081442,29.440418,25.858671,26.948875,26.138493,25.508455,27.481731,25.507292,22.107607,24.158323
3747358814,97.504654,131.76421,139.70824,108.49258,85.068604,105.91158,99.704689,110.78967,75.887962,85.98774,71.434242,78.07048,75.676971,80.687675,77.306679,63.882401,72.558525,69.296997,60.639153,47.760029,56.505833,54.399483,45.781078,43.233063,41.101158,36.296894,32.680008,33.239799,33.862087,30.670784,35.559635,30.508469,29.977577,30.689314,30.13257,30.227499,31.241587,30.411905,27.66972,28.699049,27.221272,28.16276,25.544027,25.83308,25.242447,23.563374,26.25149,23.982113,23.852625,24.117228,24.514418
3747358815,129.18932,92.731079,143.31816,119.58717,115.40632,117.73401,113.99182,89.193306,89.643333,73.973595,95.280823,79.964378,86.090759,92.387115,84.137329,57.86166,71.762711,69.603012,56.149643,61.018166,57.705612,57.341713,53.467392,46.490112,51.150322,47.460159,41.975544,39.347542,39.816879,35.229382,35.540199,33.121529,35.548759,30.854332,34.303825,34.295212,33.97834,28.987736,30.960691,28.201305,33.71582,32.644585,28.225325,27.527569,25.88685,26.236273,28.307371,26.420448,24.9769,24.310968,23.678738
3747358816,131.02246,129.87903,147.46169,129.3949,132.21069,92.622314,75.488853,100.80872,107.6105,108.5066,66.318459,84.267319,80.468369,87.783699,74.246582,65.640694,72.527596,69.324577,55.168266,57.512112,54.654366,56.412502,45.980568,41.405659,47.705296,45.456192,37.990158,37.459736,38.806469,30.501045,32.41853,32.86491,29.619375,34.071671,28.479151,34.299919,28.896149,33.011074,28.842575,31.58285,29.31286,26.613926,27.616549,29.109715,28.132832,23.472988,26.199869,25.836983,25.887407,25.05278,24.670208
3747358817,100.34798,112.05948,131.53581,114.26633,104.19833,103.49359,104.01319,86.966866,93.832184,95.20031,79.035591,73.188583,83.581352,97.011719,78.089165,68.289452,83.739258,67.514137,67.558525,54.206181,60.539589,53.604004,50.554031,49.453064,37.315403,47.688656,41.456326,37.217556,38.634583,35.534798,33.016651,33.175236,31.62199,30.949152,32.916225,29.480623,28.850149,29.341377,30.934587,28.000578,29.923414,29.735455,26.40029,28.237774,28.764526,26.534012,27.965332,26.805141,26.093901,25.599064,27.433601
3747358818,132.93864,86.297356,88.5299,128.13739,87.376488,132.08124,102.1269,101.21874,93.57608,102.0996,84.958862,81.684296,68.118538,97.556099,80.804108,64.743004,71.217758,66.522003,62.397285,57.331154,54.646248,58.62513,50.544682,48.460014,45.34713,43.736015,39.388622,35.755669,37.612942,31.533859,34.26339,31.710775,28.918129,28.311329,29.460329,31.145582,35.402702,29.341698,28.422401,28.746603,27.72197,28.606993,26.321358,26.75033,25.950357,24.204279,25.629234,23.321941,25.06937,23.979362,25.332905
3747358819,133.14799,117.47305,124.89893,132.40002,123.77175,116.89608,94.161522,100.72265,78.426933,100.96925,94.497406,71.586411,75.443184,86.135551,75.364655,68.571548,74.220932,63.402988,56.873428,72.289963,59.472157,58.664913,46.899513,50.600327,49.270496,42.393002,47.445175,41.683891,42.527615,34.837994,35.288807,35.090202,33.112343,33.462589,33.868076,34.573429,31.309225,29.762888,28.492086,30.258612,29.404732,27.721981,30.51107,26.725744,29.648611,26.975218,27.529449,26.380747,25.714983,25.731638,25.050987
3747358820,140.14119,126.50861,94.645035,108.79124,115.12842,107.91846,106.35273,113.84338,102.9802,83.270882,101.49607,77.072281,89.883163,75.498138,99.889732,70.555328,68.315987,72.344131,63.40937,72.317368,63.969124,59.939655,63.774181,52.822609,47.667538,50.504086,41.041576,43.449631,34.102772,41.305622,36.842438,33.436256,37.903931,34.416172,33.878983,33.897293,35.15535,34.139271,33.102631,30.497057,31.816727,29.517349,27.637894,28.578838,28.72595,30.675577,27.113356,26.103252,27.258209,25.347994,25.797001
3747358821,130.06435,124.04069,93.978096,107.76464,111.88277,99.62075,100.81236,94.733932,83.928818,84.139313,106.45173,94.333054,93.343681,90.768768,79.939484,81.447617,74.74395,86.732719,55.838577,54.757301,65.382652,56.080414,55.926826,50.885933,51.643902,38.665039,41.875229,44.700855,42.227837,33.855717,37.259869,36.537243,35.759979,34.304218,32.016434,29.587389,27.945902,29.180536,26.867239,31.819494,31.046843,28.5292,28.856895,27.210329,28.454073,27.022694,25.164772,25.911545,25.500704,23.545921,24.382214
3747358822,109.36956,107.11914,125.80765,110.66929,107.0351,126.94535,84.788033,120.84544,90.248909,93.216438,98.297714,83.450737,107.81469,85.158333,82.38858,79.55529,83.926674,75.075745,64.473717,63.103008,59.149876,58.267918,61.055248,42.524143,49.869743,47.20253,44.538712,41.077763,38.133129,37.847687,35.998974,38.268692,37.432133,35.154442,34.418076,36.261536,29.52005,28.565947,28.989622,28.286758,29.973213,27.614109,29.024061,26.698174,29.298809,26.401857,26.633921,26.315653,26.134661,24.85364,23.812021
3747358823,106.22198,121.35556,93.809105,112.10955,109.02998,105.76669,126.80655,112.13416,102.83967,99.572998,145.47836,93.271431,89.35051,80.968414,67.100166,75.139946,88.969505,73.364227,72.030518,57.204159,66.191109,58.044701,58.383732,49.584518,42.317001,45.195133,46.851448,42.336803,35.254498,41.657642,36.579906,34.929237,33.544563,33.557728,33.501842,34.112213,34.068226,31.923277,30.507059,30.134501,30.114067,28.808886,27.343025,25.015919,25.886213,27.457161,26.757093,25.278412,25.480585,23.219545,24.731806
3747358824,131.11702,131.14549,131.3799,114.79002,111.9213,116.31086,100.51863,67.585876,104.9343,101.61182,90.466301,88.321327,68.88205,87.694633,66.051025,64.704536,78.32708,86.339897,56.543427,66.403099,70.880157,57.608086,48.977573,51.906315,50.737118,47.762604,45.862545,46.721626,43.052967,43.370251,37.845367,40.340248,37.132256,33.378265,37.314922,36.656078,34.354462,33.328281,34.602322,31.074594,28.921234,29.958826,29.698963,27.623503,27.064087,25.793791,23.796181,25.204168,25.685467,23.552975,23.962725
3747358825,106.92033,127.36125,111.685,110.71048,115.58401,129.40263,101.57001,125.33392,121.03764,73.420044,97.364082,83.593506,101.34815,87.629189,78.218521,74.413811,73.971169,81.777237,61.924828,66.253128,65.448837,59.38406,59.462898,41.194298,58.223663,47.579105,46.254063,45.633209,40.736736,44.923801,42.357513,41.984161,39.955219,41.328751,36.664974,42.007172,34.067257,34.327591,29.115242,33.321121,32.244156,31.454918,29.917967,29.042612,28.678885,27.39255,27.83674,27.407635,26.407728,24.438404,26.109903
3747358826,108.02631,97.113266,124.14219,116.43475,106.51016,122.77989,95.647346,107.7447,81.341553,77.137138,89.842117,80.472107,97.930626,84.546982,73.579422,73.300911,76.406662,74.759659,76.157814,66.626198,75.066132,59.063225,61.169888,57.911079,52.891323,49.313751,50.258286,46.618607,40.778622,40.413677,38.070347,45.060116,41.166359,41.60532,41.875107,43.271412,35.666752,33.774063,35.675621,32.833134,30.669188,31.752405,28.828367,29.258619,26.669291,27.365389,26.921101,25.036335,25.691675,25.110674,24.728489
3747358827,85.230675,111.94718,117.94799,131.89722,86.376572,96.352676,92.270004,75.247513,89.114906,78.649124,74.42968,67.909271,98.970825,71.745598,68.463867,74.089088,85.80201,80.726723,61.754841,58.763462,62.076385,66.495956,61.936516,56.783031,55.360321,47.735672,47.715977,42.739689,40.86882,40.648804,42.196674,39.855289,34.780048,36.558071,35.694332,35.858631,32.025627,29.454018,32.699703,32.888981,33.226501,31.884726,28.554682,27.692417,25.025997,24.759129,26.342007,24.816734,25.488932,24.981394,25.392895
3747358828,105.73869,128.18495,103.01617,103.12666,117.12178,115.31548,90.38311,102.77878,61.069462,98.767159,95.63443,79.85408,68.904381,71.88929,79.6754,60.661659,65.576164,89.188835,65.380653,56.983788,60.221504,63.494598,50.359276,48.429874,54.098473,51.282604,52.420101,54.130829,51.695007,49.701527,51.475445,51.865112,44.358379,42.215221,40.343147,40.772217,35.149998,32.797085,34.418018,32.970024,36.755344,32.894157,29.963581,29.004187,26.608007,26.150545,26.967531,25.109703,26.159849,24.756523,23.427921
3747358829,112.91229,161.37805,102.1084,93.003891,105.26167,97.012436,84.262253,78.311752,83.816177,80.82534,85.593697,70.610611,97.464554,88.119324,71.963516,56.588291,64.218773,63.422874,55.856792,55.467522,58.623981,63.156807,47.162109,39.755478,39.2607,39.185043,43.136158,39.523014,37.812965,31.294127,41.180393,36.12112,36.299469,32.793079,33.470531,28.64719,30.467688,29.495117,28.569912,27.088718,28.382832,23.721674,25.62859,24.708441,24.586683,22.54903,21.720381,21.568426,25.648895,22.564661,23.62603
3747358830,84.543427,110.08769,122.05128,146.51413,94.080826,98.788361,131.74158,84.361717,103.06473,96.225105,88.552742,69.602493,80.474388,78.501526,72.597076,78.522774,74.451439,71.916046,59.811703,54.775593,53.155262,53.49617,57.001072,46.764015,42.01223,43.477863,41.507,44.911804,39.150913,42.151886,40.830399,39.018036,40.47213,36.492634,33.625542,33.079918,31.043678,27.56484,31.408556,26.566591,28.98214,26.58424,26.939676,25.908266,23.296484,22.793261,24.883299,22.752563,23.61825,24.502058,24.553116
3747358831,117.43326,130.63426,95.617691,123.64925,98.44809,105.52396,90.792374,96.102478,101.98901,97.032906,75.532837,61.288784,84.50576,83.978256,56.99284,61.065121,58.031521,57.637726,56.501266,57.648357,56.385235,58.919502,53.339268,41.139599,40.770882,39.183994,34.011642,36.466194,34.584526,38.332397,34.467484,31.807772,31.541805,31.787373,29.163229,30.355898,29.012316,28.350548,26.432642,27.144836,27.909735,25.185593,24.143818,25.196707,23.081181,22.882637,21.146715,23.85425,23.343058,23.639847,21.386988
3747358832,142.74292,122.81087,126.49056,130.50284,109.87388,129.04515,98.529228,87.067825,92.458351,104.25381,108.9403,81.898407,83.967552,82.030624,71.008636,76.25441,63.577244,62.539642,61.666752,59.47945,53.027012,55.778595,60.170513,45.171478,49.37273,51.642567,40.355202,40.944809,43.688728,35.654915,38.302326,35.796844,32.916294,35.37405,35.95034,34.418354,35.028637,32.50127,30.242018,28.886484,31.019939,31.796072,28.497881,27.056049,27.297073,27.219017,27.569992,25.87664,26.323418,25.425184,25.168175
3747358833,118.41182,113.32005,111.14587,109.6043,122.77601,100.12974,124.69354,117.67029,93.681786,103.00694,100.76995,77.671082,98.778961,85.13781,74.577301,63.744614,60.908535,73.857956,70.304131,60.381458,53.291927,49.983173,57.413128,46.159706,44.344284,42.696983,45.57296,35.225521,38.193581,39.588211,37.95351,31.684896,35.010788,33.0354,31.303879,34.793285,34.39101,31.02952,29.323561,28.673168,29.212879,29.083282,29.570833,26.775009,26.431717,26.698515,25.589647,24.790653,25.481482,25.447168,23.373297
3747358834,128.55655,124.83916,122.81277,144.62619,108.40855,102.83334,96.522545,94.398697,85.91909,74.915176,80.088387,69.091789,95.884712,76.626717,85.100639,67.164383,77.257675,73.425354,66.938004,57.027256,54.234497,52.516502,50.976498,41.32568,41.544235,44.987385,40.155506,35.806606,41.605133,38.547077,38.222042,31.05397,34.477394,32.28392,30.935461,31.324961,31.024244,29.101995,30.332003,30.35939,30.024292,27.749954,27.263748,27.107389,29.125439,24.3009,26.570738,26.799177,24.257132,23.038589,23.895309
3747358835,115.84708,145.09076,114.36121,113.92628,107.38794,94.490112,98.792084,92.463242,74.427711,76.483246,92.841698,64.708969,63.146782,78.456871,65.029465,58.86618,59.217945,49.251633,57.038788,49.713535,59.963879,42.970486,44.087143,42.290604,44.706497,36.948254,38.389591,39.322014,32.449734,36.56324,36.29932,32.925236,30.496321,31.103615,31.528833,30.588699,30.360441,31.164213,30.943808,26.902157,27.573973,27.172129,25.234232,25.407898,24.289709,25.066164,24.498594,25.766886,24.804167,23.111483,23.83658
3747358836,111.52911,124.5723,107.57584,86.751694,107.73913,107.38792,95.174164,79.427277,68.415802,86.209404,98.148575,82.130615,81.941177,78.790375,72.58046,58.302582,56.499725,68.07682,59.133492,61.097858,50.931572,61.970177,45.884678,45.064053,39.928974,38.396271,34.446442,35.34391,33.656124,32.501892,38.480515,29.003521,33.43042,27.784857,34.395172,33.648968,35.130852,31.69939,30.010571,28.654177,30.645706,28.210379,29.120203,24.697649,25.201704,26.575726,25.905733,23.6724,25.326538,23.515892,26.401501
3747358837,87.102966,127.05804,93.593384,102.49999,115.52129,89.836868,108.35149,91.870316,89.916313,102.4696,84.404495,87.815308,82.422165,78.900902,57.562363,62.61636,60.260185,60.986229,54.578136,51.198708,56.447521,45.245049,48.835911,44.280388,41.021564,46.404716,42.180355,33.767689,31.8419,33.503677,34.422581,31.931911,29.290394,28.652992,31.484072,31.33798,31.222404,32.022331,28.465117,28.54846,27.659283,27.97558,25.072224,24.081772,24.726509,24.398872,22.198149,22.426025,23.823786,22.98288,23.426973
3747358838,111.86147,113.59373,110.6415,114.93751,104.87505,108.76608,81.564629,105.15467,100.86021,93.366417,73.492027,71.069618,80.164162,93.178085,81.483299,74.453781,66.487419,59.351238,61.750523,55.840393,60.801338,49.895336,49.245815,47.934555,41.881683,43.517681,40.524517,37.026272,37.180382,33.716648,33.739613,33.936367,31.79863,32.80772,31.838345,30.008095,31.54409,30.594267,29.88485,28.605721,29.00255,27.717018,28.473799,26.859093,25.981318,26.6036,24.95039,24.453262,24.30855,25.125912,24.891796
3747358839,108.1744,145.61073,127.28547,131.07344,97.870506,79.592819,88.935585,77.22213,97.626434,108.05904,76.454605,100.16382,79.564941,83.257866,77.814148,66.072708,67.146347,63.968136,69.119568,55.234432,67.035461,49.90855,55.22245,44.301983,41.782406,50.002686,38.853771,36.23851,37.430099,36.740337,33.918095,35.304886,30.837776,32.475182,31.65723,33.68301,31.954712,29.696659,26.250977,28.601721,28.815708,29.407694,26.54273,24.989016,26.410172,26.514351,27.614763,27.119436,25.912111,23.681549,24.260784
3747358840,154.06334,142.51419,122.49849,126.92991,103.08047,115.89616,104.28783,126.36204,101.36124,85.724213,86.842232,80.080925,77.505478,77.552887,75.356483,71.885353,61.191402,57.058998,59.220322,49.147434,57.919247,55.129662,54.866405,43.189854,45.030304,44.011086,40.177151,36.524834,36.381187,35.050533,36.807785,28.903692,32.93856,28.236006,32.346569,30.629015,29.278002,26.275068,26.534151,27.537525,26.826801,28.0224,26.590225,25.628881,26.15185,26.81814,26.58853,25.731091,26.151304,22.617069,24.864296
3747358841,113.17958,132.35191,146.19644,129.16539,98.998642,119.36199,113.70954,93.299736,112.1049,99.412262,95.7761,90.801804,82.139709,81.264374,84.00853,75.096893,75.039444,62.292896,57.262291,67.563774,62.209137,52.821964,53.328384,49.651451,44.797871,42.74445,42.725735,35.923275,33.526478,38.690582,34.519913,31.563692,29.114206,30.012236,32.04826,28.824209,28.737501,29.143465,29.941521,25.815226,28.841366,25.620235,24.187555,25.369465,25.693644,25.85397,23.714661,24.289507,23.57996,22.449829,22.606018
3747358842,105.12532,104.29028,120.21638,133.54985,103.25713,96.976234,119.15096,107.674,118.81333,102.82448,80.057861,76.930222,96.902367,73.46067,76.269455,81.433319,69.086563,72.089294,54.591602,55.772686,58.432308,51.306656,48.407341,41.494308,43.996456,46.558262,37.018269,37.070045,36.275967,39.149673,32.94006,30.958378,33.011669,34.470108,32.52198,30.314571,30.958418,30.407898,29.67944,29.28314,25.992775,26.990734,28.94207,26.850454,24.857479,23.309629,25.148682,25.314606,26.097807,25.421968,23.56328
3747358843,108.22377,134.98972,108.06257,135.61047,109.0612,133.44395,110.75851,98.999687,105.68417,76.486702,90.319664,56.639118,83.021606,87.046005,86.635567,77.85984,70.610649,69.118019,56.542141,63.211563,50.089897,55.583923,49.881107,49.417957,43.21418,47.788353,41.151031,39.112736,33.096272,33.793392,33.72401,29.187683,28.525425,28.22257,31.71521,28.040371,28.947054,31.049978,26.747078,26.500408,26.62779,24.740324,26.108931,22.44977,25.003643,23.675039,23.415194,24.990477,24.577368,23.502308,22.440826
3747358844,98.564011,161.68954,125.20252,118.59399,92.967339,139.7888,118.01158,83.304062,103.05171,103.72707,91.67627,84.890053,84.330177,89.616081,88.518028,87.411217,79.306808,70.209007,59.905708,62.149086,63.988544,62.140648,50.78577,44.225243,45.185104,42.814739,41.264763,37.881077,38.336163,37.537003,35.085503,33.604412,31.878567,34.030914,31.781752,34.218712,32.910229,32.050728,28.759298,26.286974,25.41519,26.268381,26.907755,27.374977,25.999895,24.948267,25.442253,24.962383,23.436472,23.281029,24.140461
3747358845,115.81146,144.98584,83.200844,132.57851,86.45771,76.676231,101.92296,90.199448,92.028137,77.810135,100.91763,89.949753,85.469719,94.807396,88.151756,65.25647,84.271217,87.297897,65.400238,61.396492,60.901245,60.045712,55.858986,45.150639,45.009933,41.414253,43.361835,36.543095,35.14109,34.853104,35.334949,39.031937,33.903442,35.84436,32.948479,32.219955,29.466103,29.860901,29.616747,29.687881,29.476608,29.841375,28.032124,26.560631,28.016768,25.593855,25.786648,24.009012,22.914057,24.159595,22.277414
3747358846,102.57298,139.20808,108.08646,138.71284,118.52809,114.17673,110.41161,91.866554,91.183678,83.329659,86.583382,76.147896,89.069016,84.181671,69.479752,63.783913,65.752777,84.910507,70.464256,58.584774,54.064518,65.947617,50.136955,51.652443,50.576164,47.561867,40.341644,41.920109,36.477528,38.001873,39.355263,36.453251,36.835449,32.735394,34.310051,32.657516,31.85368,32.205704,28.750055,30.287733,29.877892,28.057745,26.269527,26.109941,26.830486,25.661579,24.951494,25.736422,23.921423,22.594481,22.748013
3747358847,102.31616,132.40129,100.9968,143.0197,98.559654,98.941315,74.374863,105.32789,106.73228,88.127556,109.26466,91.018158,94.851303,85.241112,67.87529,68.454811,56.327515,72.46801,69.697266,63.20924,54.866001,57.333488,53.611389,47.461281,48.346333,41.588219,43.855972,39.337334,40.561409,44.737144,42.506611,42.163414,35.644547,36.506607,30.708366,32.107101,29.015482,35.728336,26.548697,28.948433,25.882122,27.788157,27.293362,23.508322,25.154057,26.401201,23.859476,23.58247,23.400806,24.759867,23.856009
3747358848,108.76701,153.17603,106.89566,100.08668,103.45427,106.14847,84.814316,91.212349,91.845741,84.333992,120.47251,74.4646,88.419746,71.244331,68.495827,85.726295,63.985931,74.137085,67.274063,64.197685,62.123917,60.859894,55.482098,53.618176,50.105072,50.068047,43.837765,54.790936,44.241657,51.606411,45.893135,54.404633,53.006168,44.857876,38.325966,40.796234,38.193039,41.711117,34.743534,31.602949,32.395699,33.566803,31.985258,30.364866,30.709034,28.149435,27.284084,28.420298,26.272564,24.912451,27.179186
3747358849,111.65675,123.60802,111.64375,141.79179,104.86357,106.1491,109.05765,98.06131,106.89207,72.214622,114.95938,98.381462,100.10307,70.633827,80.399559,67.569382,71.529114,64.001427,63.204071,75.379875,62.864235,65.261429,53.602394,52.743725,47.835098,42.574806,44.751919,45.075817,39.5993,43.468102,44.975006,38.950649,36.94149,34.770657,36.085613,33.330654,31.923538,31.640255,35.320061,30.656878,33.321941,32.160297,30.588436,30.161961,26.72064,23.986872,25.16614,22.536976,22.944489,24.007307,23.526125
3747358850,100.26037,102.28778,103.31569,148.40764,102.35576,99.540779,123.79856,88.142586,83.927383,116.80955,125.58657,77.778687,110.54435,71.391434,72.851288,76.694588,74.660675,64.153976,69.89048,63.101517,57.846203,68.480957,54.963539,53.656261,41.626396,37.546856,39.306496,41.242516,42.127026,36.131107,36.388908,38.381943,39.210655,34.054672,31.384014,33.975307,31.547688,30.495472,24.944656,28.639708,28.288759,28.375214,27.382236,25.12125,24.595114,23.34432,23.021357,22.206844,23.388533,22.996216,22.394211
3747358851,85.608894,105.12579,109.70627,120.34554,80.692223,108.34083,90.968895,106.06094,84.938934,72.890381,96.92765,83.050743,70.43853,82.643082,76.329773,84.830528,81.108452,70.421082,58.487167,57.528858,55.220654,57.606113,50.150879,46.718334,42.005749,43.896042,39.501316,42.157051,38.318272,40.848526,35.467564,35.088535,32.936184,33.347775,31.018663,28.883383,34.156078,30.162333,30.086445,29.593042,26.460169,28.371502,26.021257,24.224438,24.297514,24.017202,24.715725,23.206112,23.155733,22.787029,22.081337
